Symbol	SRS1	SRS2	deStatus
DOK3	7.88	6.68	Yes
DOLK	4.54	5.37	Yes
DOLPP1	4.26	5.03	Yes
DPEP3	6.67	7.97	Yes
DPH2	5.59	6.83	Yes
DPP7	6.92	8.19	Yes
DPP7	6.09	6.75	Yes
DPP7	6.26	6.87	Yes
DPY19L3	5.01	3.58	Yes
DPYSL2	9.64	10.53	Yes
DRAM1	9.49	8.73	Yes
DSC2	7.31	6.47	Yes
DSC2	9.68	9.09	Yes
DUS1L	4.94	5.66	Yes
DUS3L	4.55	5.73	Yes
DUSP13	4.8	4.17	Yes
DUSP14	3.87	4.78	Yes
DUSP16	7.14	6.5	Yes
DUSP5	6.68	7.38	Yes
DUSP6	9.92	10.68	Yes
DUSP6	5.63	6.51	Yes
DUT	4.92	5.77	Yes
DUT	4	4.7	Yes
DUT	4.44	5.08	Yes
DVL2	4.72	5.36	Yes
DYNC2LI1	5.69	4.98	Yes
DYRK2	7.9	9.25	Yes
DYRK2	6.17	7.06	Yes
DYRK2	6.06	6.92	Yes
DYSF	13.04	12.2	Yes
EBAG9	7.34	8.06	Yes
EBI2	5.14	6.92	Yes
EBI2	6.64	8.05	Yes
EBNA1BP2	7.45	8.28	Yes
ECE1	6.83	6.19	Yes
ECHDC2	7	8.09	Yes
ECHDC3	9.23	7.89	Yes
ECHS1	6.44	7.42	Yes
ECOP	7.99	7.3	Yes
EEF1A1	6.48	7.45	Yes
EEF1AL7	10.75	11.46	Yes
EEF1B2	11.31	12.11	Yes
EEF1B2	11.27	12.05	Yes
EEF1B2	7.38	8.25	Yes
EEF2	10.94	11.6	Yes
EEF2K	5.51	6.27	Yes
EFCBP1	5.52	3.2	Yes
EFEMP2	6.42	5.66	Yes
EFHC2	4.79	5.64	Yes
EFNA1	4.85	3.78	Yes
EHBP1	5.35	6.17	Yes
EI24	6.11	7.18	Yes
EID3	3.42	4.12	Yes
EIF2A	8.07	8.78	Yes
EIF2B5	6.75	7.39	Yes
EIF3A	7.69	8.35	Yes
EIF3B	9.59	10.38	Yes
EIF3B	4.45	5.78	Yes
EIF3B	7.45	8.37	Yes
EIF3E	11.62	12.26	Yes
EIF4E3	10.02	9.28	Yes
EIF4E3	11.57	10.93	Yes
EIF5B	5.12	5.76	Yes
ELAC2	4.44	5.42	Yes
ELF2	3.65	4.95	Yes
ELMO2	10.03	9.29	Yes
ELMO2	6.7	5.59	Yes
ELOVL6	4.1	4.94	Yes
ELP2	6.62	7.37	Yes
ELP3	7.21	7.88	Yes
ELP4	3.4	4.17	Yes
EMB	5.22	4.47	Yes
EMILIN2	11.15	10.15	Yes
EMR1	8.66	7.25	Yes
EMR3	6.8	8.17	Yes
EMR3	7.99	9.45	Yes
EMR4	2.57	3.25	Yes
EMR4	4.08	4.68	Yes
EMR4P	4.52	5.33	Yes
ENDOG	3.7	4.59	Yes
ENG	3.98	4.99	Yes
ENO2	5.25	6.4	Yes
ENOPH1	5.94	7.06	Yes
ENOSF1	3.86	5.24	Yes
ENOX2	4.09	4.69	Yes
ENTPD6	5.93	6.79	Yes
ENTPD7	6.51	4.7	Yes
EOMES	6.32	8.32	Yes
EP400	6.62	7.46	Yes
EPAS1	6.17	5.27	Yes
EPB41	5.48	6.14	Yes
EPB41L3	6	6.9	Yes
EPB42	5.81	7.08	Yes
EPB49	7.12	8.03	Yes
EPHB1	4.81	6.28	Yes
EPHB4	3.91	5.03	Yes
EPHB6	4.32	5.16	Yes
EPHX2	4.36	5.36	Yes
EPRS	8.2	8.94	Yes
ERAL1	6.66	7.34	Yes
ERAP2	7.87	8.5	Yes
ERCC1	6.49	7.56	Yes
ERCC1	6.85	7.69	Yes
ERI1	8.07	7.13	Yes
ERI3	4.68	5.28	Yes
ERLIN1	6.96	6	Yes
ERO1L	9.11	8.46	Yes
ESYT1	8.59	9.67	Yes
ETNK1	5.13	4.54	Yes
ETS1	7.99	9.17	Yes
ETS1	9.71	10.61	Yes
ETS2	10.75	9.78	Yes
ETV2	4.05	4.8	Yes
EVL	9.58	10.5	Yes
EXOC6	10.26	9.3	Yes
EXOC6	4.14	3.4	Yes
EXOSC10	8.08	8.75	Yes
EXOSC10	5.64	6.56	Yes
EXOSC2	5.05	5.78	Yes
EXOSC4	8.57	6.88	Yes
EXOSC5	3.98	5.45	Yes
EXOSC6	6.13	6.87	Yes
EXOSC7	6.13	7.09	Yes
EXOSC8	6.57	7.23	Yes
EXOSC9	6.54	7.15	Yes
EXOSC9	6.48	7.08	Yes
EXT1	8.02	7.22	Yes
F5	10.44	9.55	Yes
F8	5.73	5.12	Yes
FADS1	4.95	5.63	Yes
FAHD1	6.75	7.41	Yes
FAHD1	4.75	5.9	Yes
FAHD2B	5.41	6.16	Yes
FAIM3	7.78	9.16	Yes
FAM102A	4.77	6.52	Yes
FAM102A	3.41	4.98	Yes
FAM105A	8.97	8.06	Yes
FAM110B	5.19	3.95	Yes
FAM113A	4.86	6.04	Yes
FAM113B	7.79	8.85	Yes
FAM116B	6.41	7.27	Yes
FAM117B	7.45	8.87	Yes
FAM117B	5.63	6.67	Yes
FAM118A	3.98	4.63	Yes
FAM119A	5.05	5.64	Yes
FAM129B	8.13	8.79	Yes
FAM133B	6.58	7.27	Yes
FAM136A	6.35	7.07	Yes
FAM13A	6.28	6.87	Yes
FAM160A2	9.29	8.5	Yes
FAM160B2	4.72	5.38	Yes
FAM164A	3.85	4.88	Yes
FAM164A	4.51	5.14	Yes
FAM171A1	4.72	5.49	Yes
FAM172A	7.28	6.66	Yes
FAM173A	7.05	7.66	Yes
FAM179A	4.82	5.85	Yes
FAM179B	3.11	3.74	Yes
FAM193B	8.74	8.13	Yes
FAM195A	5.07	5.66	Yes
FAM20A	6.72	5.34	Yes
FAM36A	5.98	6.59	Yes
FAM38A	7.68	9.05	Yes
FAM3C	3.26	4.12	Yes
FAM3C	3.03	3.72	Yes
FAM43A	5.87	6.48	Yes
FAM44B	5.36	6.69	Yes
FAM46C	9.7	10.8	Yes
FAM50B	3.93	5.09	Yes
FAM62B	9.49	10.26	Yes
FAM69A	5.11	6.49	Yes
FAM82A2	6.65	7.54	Yes
FAM84B	3.13	4.28	Yes
FAM89A	5.61	4.19	Yes
FAM89A	7.93	5.82	Yes
FAM89A	9.5	7.52	Yes
FAM89A	8.21	6.44	Yes
FANCD2	5.92	6.65	Yes
FANCE	5.46	6.45	Yes
FANCG	4.09	4.89	Yes
FAR2	7.93	7.09	Yes
FAR2	9.59	8.93	Yes
FARS2	5.69	6.84	Yes
FARSA	4.64	5.27	Yes
FASLG	2.92	3.99	Yes
FASN	5.84	6.85	Yes
FASTKD1	4.19	5.15	Yes
FASTKD3	7.41	6.81	Yes
FBL	7.45	8.72	Yes
FBLN1	4.47	5.23	Yes
FBXL10	7.42	8.74	Yes
FBXL6	5.4	5.98	Yes
FBXO11	5.2	4.56	Yes
FBXO21	6.97	7.75	Yes
FBXO21	4.33	5.06	Yes
FBXO3	6.71	6.06	Yes
FBXO30	4.72	4.07	Yes
FBXO31	5.12	6.51	Yes
FBXO32	5.84	6.82	Yes
FBXO4	4.05	5.06	Yes
FBXO6	8.82	8.06	Yes
FBXO9	7.01	6.21	Yes
FBXW2	8.39	7.23	Yes
FBXW2	6.69	6	Yes
FCAR	9.18	8.11	Yes
FCAR	9.27	8.15	Yes
FCER1A	5.35	7.33	Yes
FCER1G	13.78	12.84	Yes
FCER2	3.09	4.06	Yes
FCGBP	3.11	4.93	Yes
FCGR1A	10.5	9.51	Yes
FCGR1B	9.35	8.05	Yes
FCGR1B	10.98	9.82	Yes
FCGR1C	9.55	8.55	Yes
FCRL3	5.84	6.96	Yes
FCRLA	5.57	6.85	Yes
FECH	6.03	7.11	Yes
FERMT2	4.52	3.79	Yes
FES	11.13	10.5	Yes
FEZ1	2.92	3.72	Yes
FFAR2	11.87	11.28	Yes
FFAR3	5.75	4.13	Yes
FGD2	8.9	9.59	Yes
FGD4	6.36	5.2	Yes
FGF13	5.35	3.8	Yes
FGFBP2	5.58	7.79	Yes
FGGY	4.98	4.33	Yes
FGR	13.53	12.95	Yes
FH	6.64	7.51	Yes
FHDC1	4.14	4.99	Yes
FHL1	6.49	7.46	Yes
FIG4	9.35	8.66	Yes
FKBP11	7.79	8.69	Yes
FKBP1A	10.65	10.03	Yes
FKBP1A	10.21	9.61	Yes
FKBP1A	8.07	7.25	Yes
FKBP5	12.84	11.57	Yes
FKSG30	12.76	11.93	Yes
FLJ10986	7.27	6.53	Yes
FLJ11795	8.04	6.83	Yes
FLJ14213	4.96	6.59	Yes
FLJ20444	4.93	5.58	Yes
FLJ21865	4.77	5.74	Yes
FLJ21986	3.3	4.53	Yes
FLJ22662	13.42	12.83	Yes
FLJ31222	5.74	4.79	Yes
FLJ39827	4.58	5.24	Yes
FLJ40125	5.97	5.2	Yes
FLJ42627	4.99	5.69	Yes
FLJ42957	6.54	7.15	Yes
FLJ43093	6.51	7.28	Yes
FLJ43681	8.19	9.15	Yes
FLJ45445	5.21	4.61	Yes
FLOT1	11.65	10.81	Yes
FLT3LG	4.25	6.15	Yes
FMO5	4.12	4.8	Yes
FN3KRP	6.81	7.66	Yes
FOLR3	12.3	11.63	Yes
FOSB	4.11	4.96	Yes
FOXC1	7.14	6.13	Yes
FOXC2	4.22	4.89	Yes
FPR1	14.03	13.42	Yes
FPR2	11.64	10.93	Yes
FPR2	10.75	9.89	Yes
FTO	2.94	3.79	Yes
FTSJ1	6.02	6.83	Yes
FTSJ2	4.54	5.34	Yes
FTSJD1	5.47	6.08	Yes
FUCA1	7.33	7.92	Yes
FUT7	8.18	7.34	Yes
FUT8	3.37	4.23	Yes
FVT1	6.38	7.26	Yes
FVT1	6.11	6.88	Yes
FXYD6	3.34	4.31	Yes
FYN	7.77	8.85	Yes
FYN	5.79	7.49	Yes
FYN	6.69	7.59	Yes
FYN	6.41	7.25	Yes
FZD2	4.88	6.18	Yes
G0S2	5.98	5.21	Yes
G6PC3	4.4	5.12	Yes
GADD45A	10.6	8.83	Yes
GADD45A	10.08	8.39	Yes
GADD45B	9.6	9	Yes
GALNT14	6.27	4.64	Yes
GALNT2	5.89	4.97	Yes
GALNT4	8.61	7.86	Yes
GALNT6	3.79	4.61	Yes
GALT	4.04	4.82	Yes
GAMT	3.59	4.52	Yes
GAR1	6.56	7.54	Yes
GAR1	4.93	5.6	Yes
GAS6	5.46	6.08	Yes
GAS7	10.98	9.97	Yes
GATA2	3	3.95	Yes
GBA	10.22	9.43	Yes
GBA	9.33	8.47	Yes
GBE1	8.09	7.48	Yes
GBGT1	8.59	8.01	Yes
GBP4	7.27	8.14	Yes
GCA	13.78	13.17	Yes
GCH1	5.14	4.4	Yes
GCLM	8.77	7.86	Yes
GCN1L1	7.79	8.49	Yes
GDPD5	3.74	5.45	Yes
GEMIN4	6.11	7.35	Yes
GFM1	6.48	7.22	Yes
GGA2	5.71	7	Yes
GGCT	6.08	6.85	Yes
GGT1	6.06	5.33	Yes
GGT1	4.83	3.74	Yes
GGT1	4.51	3.9	Yes
GGTLC2	4.04	3.2	Yes
GIMAP1	6.09	6.87	Yes
GIMAP5	7.31	8.81	Yes
GIMAP7	10.45	11.6	Yes
GIMAP7	3.39	4.44	Yes
GINS3	3.87	4.56	Yes
GIPC1	5.57	6.44	Yes
GK	10.03	9.18	Yes
GK	10.45	9.64	Yes
GLCE	5.25	5.9	Yes
GLDC	3.15	3.88	Yes
GLOD4	6.22	7.3	Yes
GLT25D1	10.86	9.99	Yes
GLTSCR2	11.26	12.12	Yes
GM2A	6.84	6.05	Yes
GNA12	5.4	6.38	Yes
GNAI3	9.43	8.83	Yes
GNAQ	8.95	8.03	Yes
GNG10	12.51	11.76	Yes
GNG10	8.45	7.77	Yes
GNG5	9.49	8.75	Yes
GNG7	5.97	6.71	Yes
GNL3	6.53	7.63	Yes
GNL3	6.66	7.3	Yes
GNLY	7.93	9.67	Yes
GNLY	4.05	5.48	Yes
GNLY	7.21	8.64	Yes
GNPDA2	5.31	5.91	Yes
GNS	12.93	12.3	Yes
GOLGA1	7.5	6.64	Yes
GOLGA8A	4.95	5.76	Yes
GOLGA8B	8.44	9.27	Yes
GORASP2	6.79	7.43	Yes
GOT1	5.5	6.49	Yes
GOT2	7.14	7.98	Yes
GPATCH4	6.18	6.77	Yes
GPBAR1	6.72	8	Yes
GPBAR1	6.74	7.64	Yes
GPD1L	7.43	8.11	Yes
GPR109A	6.66	7.57	Yes
GPR109B	6.01	6.78	Yes
GPR109B	6.7	7.78	Yes
GPR114	4.96	6.33	Yes
GPR137B	8.06	6.95	Yes
GPR141	8.2	6.9	Yes
GPR141	6.97	5.71	Yes
GPR160	8.78	7.78	Yes
GPR162	6.56	8.32	Yes
GPR172A	6.76	7.41	Yes
GPR18	4.11	5.65	Yes
GPR42	6.39	4.74	Yes
GPR44	2.56	3.86	Yes
GPR56	5.98	7.97	Yes
GPR56	6.78	8.32	Yes
GPR63	4.43	3.44	Yes
GPR68	2.82	3.91	Yes
GPR84	9.57	7.39	Yes
GPR97	9.49	8.53	Yes
GPR97	9.91	8.79	Yes
GPR97	9.35	8.25	Yes
GPRIN3	3.14	4.09	Yes
GRAMD1A	10.75	10.11	Yes
GRAP	7.24	8.4	Yes
GRAP2	6.16	6.82	Yes
GRB10	7.19	5.23	Yes
GRB10	9.16	7.61	Yes
GRINA	10.46	9.37	Yes
GRINA	10.63	9.57	Yes
GRK6	8.26	7.66	Yes
GRK6	8.68	8.06	Yes
GRWD1	4.71	6.11	Yes
GSDMB	6.83	7.49	Yes
GSN	8.7	8.07	Yes
GSPT1	10.34	10.92	Yes
GSPT2	5.41	6.28	Yes
GSR	8.76	8.14	Yes
GSS	5.24	6.1	Yes
GSTM4	3.06	3.66	Yes
GSTP1	10.03	10.75	Yes
GTDC1	8.14	7.25	Yes
GTDC1	6.12	5.4	Yes
GTPBP3	5.68	6.78	Yes
GTPBP4	8.07	8.65	Yes
GTPBP6	8.41	9.3	Yes
GTPBP8	5.84	6.75	Yes
GVIN1	9.15	10.06	Yes
GYG1	13.17	11.69	Yes
GYPB	4.55	5.69	Yes
GYPC	10.24	10.96	Yes
GYPC	9.48	10.14	Yes
GYPE	6.28	7.2	Yes
GZMA	8.23	9.89	Yes
GZMB	7.36	8.9	Yes
GZMH	7.11	9.01	Yes
GZMK	6.58	8.35	Yes
GZMM	5.64	6.62	Yes
H2AFY2	5.04	5.84	Yes
HABP4	2.95	4.32	Yes
HACL1	7.09	7.9	Yes
HADH	6.51	7.52	Yes
HADH2	4.72	5.51	Yes
HAMP	5.02	4.39	Yes
HAPLN3	3.01	3.96	Yes
HAUS4	10.47	9.7	Yes
HAUS8	4.76	5.35	Yes
HBD	9.92	11.02	Yes
HBM	8.28	9.34	Yes
HBXIP	12.18	11.41	Yes
HCG9	2.82	3.4	Yes
HDC	4.37	6.09	Yes
HEATR6	4.89	6.05	Yes
HECW2	6.32	6.96	Yes
HES4	6.4	7.06	Yes
HES6	4.4	5.45	Yes
HEY1	3.33	3.97	Yes
HGF	4.9	4.11	Yes
HGF	4.21	3.4	Yes
HHEX	9.99	9.36	Yes
HIATL1	9.07	8.48	Yes
HIBADH	6.17	7.05	Yes
HIC2	5.5	6.15	Yes
HIF1A	6.45	5.86	Yes
HIF1A	7.58	6.84	Yes
HINT2	6.79	7.7	Yes
HIP1	7.91	6.91	Yes
HIST1H2BD	10.5	9.64	Yes
HIST1H2BD	9.35	8.37	Yes
HIST1H2BK	10.27	9.62	Yes
HIST1H3D	6.49	5.9	Yes
HIST2H2AA3	12.52	11.84	Yes
HIST2H2AA4	12.36	11.71	Yes
HIST2H2AB	5.87	4.98	Yes
HK3	12.34	11.12	Yes
HLA-DMA	8.97	10.05	Yes
HLA-DMB	8.98	10.64	Yes
HLA-DOA	5.14	6.06	Yes
HLA-DOB	5.74	6.58	Yes
HLA-DPA1	8.95	10.41	Yes
HLA-DPB1	3.45	4.84	Yes
HLA-DQA1	6.49	7.99	Yes
HLA-DQB1	5.38	6.04	Yes
HLA-DRA	10.78	12.07	Yes
HLA-DRA	11.06	11.7	Yes
HLA-DRB1	5.93	6.73	Yes
HLA-DRB3	7.18	8.15	Yes
HLA-DRB4	8.87	10.01	Yes
HLA-DRB6	7.94	9.23	Yes
HLA-DRB6	5.85	7.03	Yes
HMBS	6.71	7.46	Yes
HMGA1	7.06	7.66	Yes
HMGB2	11.21	10.36	Yes
HMGB2	11.12	10.52	Yes
HN1	8.79	8.11	Yes
HNMT	6.31	7.26	Yes
HNMT	7.31	8.1	Yes
HNRNPA3P1	7.88	6.2	Yes
HNRNPF	4.33	4.93	Yes
HNRNPU	4.72	5.64	Yes
HNRPA1L-2	4.75	6.16	Yes
HNRPA1P4	8.14	8.92	Yes
HNRPDL	5.99	7.02	Yes
HOOK1	3.63	4.84	Yes
HOXB2	4.86	5.84	Yes
HOXC4	2.99	3.89	Yes
HP	11.02	9.14	Yes
HPGD	9.2	6.1	Yes
HRAS	3.37	4.14	Yes
HRASLS3	6.27	7.09	Yes
HRB	9.33	8.13	Yes
HRB	5.37	4.71	Yes
HRH2	4.76	4.09	Yes
Hs.121525	6.48	5.9	Yes
Hs.123119	4.38	4.97	Yes
Hs.131087	6.24	6.84	Yes
Hs.145049	7.43	8.04	Yes
Hs.158923	5.03	5.62	Yes
Hs.175285	5.05	4.45	Yes
Hs.197143	4.87	5.56	Yes
Hs.202140	5.69	4.46	Yes
Hs.213061	8.28	9.07	Yes
Hs.224794	6.76	6.07	Yes
Hs.254477	6.41	7.32	Yes
Hs.25892	6.24	7.34	Yes
Hs.276860	7.97	8.75	Yes
Hs.291319	5.81	6.72	Yes
Hs.31532	5.25	5.86	Yes
Hs.34558	8.65	7.91	Yes
Hs.348844	4.06	4.69	Yes
Hs.354359	5.1	5.72	Yes
Hs.355933	4.69	5.46	Yes
Hs.363526	5.07	5.74	Yes
Hs.37648	4.5	5.42	Yes
Hs.403972	5.61	6.31	Yes
Hs.407903	11.95	11.16	Yes
Hs.430851	5.92	6.55	Yes
Hs.436134	6.06	7.5	Yes
Hs.444999	5.77	6.36	Yes
Hs.452445	6.26	7.22	Yes
Hs.473191	5.43	6.12	Yes
Hs.505676	4.85	5.88	Yes
Hs.513971	4.89	5.84	Yes
Hs.521338	6.04	5.18	Yes
Hs.534427	8.24	9.95	Yes
Hs.534439	5.87	6.79	Yes
Hs.537002	6.69	6.08	Yes
Hs.537779	6.76	6.13	Yes
Hs.545615	4.73	5.5	Yes
Hs.546375	7.1	8.57	Yes
Hs.551128	4.26	5.11	Yes
Hs.551538	5.66	6.31	Yes
Hs.554324	8.08	9.81	Yes
Hs.555252	4.92	5.93	Yes
Hs.555574	5.68	4.93	Yes
Hs.556082	4.71	5.34	Yes
Hs.556255	4.51	5.15	Yes
Hs.559665	6.88	7.62	Yes
Hs.560343	5.12	6.26	Yes
Hs.561679	5.08	4.09	Yes
Hs.564874	9.36	8.44	Yes
Hs.567464	4.18	4.94	Yes
Hs.568928	7.51	8.29	Yes
Hs.570821	5.44	4.57	Yes
Hs.572649	6.22	7.63	Yes
Hs.579530	6.4	7.32	Yes
Hs.91389	4.91	5.8	Yes
HSD17B10	5.36	6.05	Yes
HSD17B8	5.31	6.14	Yes
HSD3B7	5.26	3.97	Yes
HSDL2	9.12	8.47	Yes
HSH2D	8.22	8.99	Yes
HSP90AB1	7.56	8.43	Yes
HSPA1B	10.37	9.62	Yes
HSPA8	10.7	11.3	Yes
HSPA9	8.71	9.34	Yes
HSPC111	3.97	5.12	Yes
HSPD1	9.45	10.13	Yes
HSPE1	3.74	4.68	Yes
HSPH1	7.32	8.16	Yes
HSZFP36	3.56	4.87	Yes
HTRA1	3.78	4.52	Yes
HVCN1	6.74	7.63	Yes
HVCN1	5.25	6.53	Yes
HYAL2	6.78	6.14	Yes
HYOU1	4.48	5.18	Yes
IARS	5.68	6.68	Yes
IBTK	5.45	6.43	Yes
ICAM2	8.66	9.55	Yes
ICOS	5.89	6.71	Yes
ICT1	6.15	6.92	Yes
ID3	3.75	4.94	Yes
IDH2	6.82	7.43	Yes
IDI1	9.56	8.16	Yes
IDO1	3.98	5.02	Yes
IDUA	3.76	5.25	Yes
IER3IP1	4.44	5.15	Yes
IFFO2	4.04	4.87	Yes
IFIT1L	5.31	6.5	Yes
IFITM1	13.69	13.04	Yes
IFNG	2.85	3.84	Yes
IFT74	3.33	4.6	Yes
IGF2BP2	8.08	8.74	Yes
IGF2BP3	6.19	5.43	Yes
IGFBP7	8.23	7.57	Yes
IGJ	7.87	8.71	Yes
IGLL1	10.83	11.54	Yes
IKBIP	5.4	6	Yes
IL10	4.45	3.75	Yes
IL10RA	8.26	8.87	Yes
IL10RB	10.67	10	Yes
IL11RA	7.64	8.67	Yes
IL11RA	3.24	4.02	Yes
IL12RB1	5.23	5.86	Yes
IL12RB1	4.06	4.78	Yes
IL18BP	5.59	6.59	Yes
IL18R1	11.84	9.95	Yes
IL18RAP	13.34	12.38	Yes
IL1F9	4.94	4.14	Yes
IL1R1	5.63	4.86	Yes
IL1R2	13.68	12.07	Yes
IL1R2	8.39	7.28	Yes
IL1RAP	6.76	5.9	Yes
IL1RAP	7.68	6.91	Yes
IL1RN	10.93	10.32	Yes
IL1RN	9.74	8.82	Yes
IL25	4.96	5.67	Yes
IL27	3.55	2.96	Yes
IL27RA	7.58	8.63	Yes
IL28RA	3.11	3.89	Yes
IL2RB	7	8.53	Yes
IL32	5.27	6.71	Yes
IL32	7.64	9.14	Yes
IL4R	11.3	10.61	Yes
IL7R	9.14	10.7	Yes
IL7R	8.34	9.94	Yes
IL8	8.29	9.63	Yes
IL8	7.15	8.32	Yes
IL8RBP	5.99	6.63	Yes
ILF3	6.86	7.9	Yes
ILF3	4.61	5.38	Yes
ILVBL	4.74	5.9	Yes
ILVBL	4.14	5.17	Yes
IMP3	8.61	9.43	Yes
IMP4	7.69	8.59	Yes
IMPA2	11.54	10.76	Yes
IMPDH2	7.54	8.43	Yes
INADL	5	6.02	Yes
INDO	2.97	3.94	Yes
INF2	4.48	5.48	Yes
INPP4B	4.95	5.81	Yes
INPP5E	5.12	5.86	Yes
INSIG2	8.54	7.9	Yes
INSL3	6.55	5.82	Yes
INTS2	4.39	5.03	Yes
INTU	6.02	5.3	Yes
IPO5	3.82	4.47	Yes
IPO9	5.47	6.09	Yes
IQCB1	5.75	6.35	Yes
IQCC	7.17	6.16	Yes
IRAK3	11.49	10.32	Yes
IRAK4	8.35	7.69	Yes
IRF8	8.99	9.73	Yes
ISG20L1	6.17	6.86	Yes
ISOC1	5.25	6.49	Yes
ISOC2	3.7	4.76	Yes
ITFG2	5.78	6.93	Yes
ITGA4	5.55	6.33	Yes
ITGA7	5.6	4.99	Yes
ITGAM	12.05	11.28	Yes
ITGAX	7.26	6.54	Yes
ITGB7	7.69	8.94	Yes
ITIH4	6.32	5.51	Yes
ITK	7.27	8.88	Yes
ITM2A	8.52	9.55	Yes
ITM2C	6.57	7.65	Yes
ITM2C	6.85	7.72	Yes
ITPA	5.46	6.36	Yes
ITPKC	6.25	5.3	Yes
ITPR3	6.79	8.23	Yes
IVD	3.57	4.22	Yes
JAK2	8.98	8.34	Yes
JAM3	7.26	8.24	Yes
JMJD6	7.55	6.8	Yes
JMJD8	8.58	9.44	Yes
JMJD8	7.87	8.69	Yes
JUN	6.62	7.24	Yes
JUP	4.4	5.29	Yes
KANK1	2.77	3.61	Yes
KAT2A	6.73	7.54	Yes
KBTBD7	6.77	6.17	Yes
KBTBD8	5.15	5.81	Yes
KCNE1	7.08	4.95	Yes
KCNMA1	7.48	4.69	Yes
KCNMB1	5.29	6.32	Yes
KCNN4	5.24	5.82	Yes
KCTD15	3.42	4.25	Yes
KCTD6	6.41	7.24	Yes
KDELC2	3.89	4.92	Yes
KDSR	4.13	4.92	Yes
KIAA0020	6.16	7.01	Yes
KIAA0090	3.43	4.78	Yes
KIAA0114	5.35	6.45	Yes
KIAA0182	6.6	7.65	Yes
KIAA0194	5.63	6.31	Yes
KIAA0195	4.97	5.6	Yes
KIAA0319	3.71	4.89	Yes
KIAA0319L	8.67	8.05	Yes
KIAA0355	6.71	7.4	Yes
KIAA0664	4.93	5.61	Yes
KIAA0748	5.37	6.21	Yes
KIAA1147	7.37	8.39	Yes
KIAA1324	6.71	7.85	Yes
KIAA1333	3.51	4.13	Yes
KIAA1370	5.95	6.56	Yes
KIAA1598	7.04	8.12	Yes
KIAA1641	4.73	5.65	Yes
KIAA1683	5.12	6.22	Yes
KIAA1715	8.65	7.9	Yes
KIAA1826	5.67	6.43	Yes
KIF1B	10.63	9.86	Yes
KIF1B	7.29	6.64	Yes
KIF21A	4.47	5.18	Yes
KIF22	7.32	7.93	Yes
KIF3C	5.17	4.04	Yes
KIF5B	7.83	7.23	Yes
KIFAP3	4.82	6.12	Yes
KIFC2	5.47	6.43	Yes
KISS1R	4.75	5.41	Yes
KL	5.58	4.04	Yes
KLF11	6.74	7.9	Yes
KLF11	5.13	5.85	Yes
KLF12	3.82	5.74	Yes
KLF12	4.62	5.32	Yes
KLF4	6.35	7.34	Yes
KLF4	6.06	6.65	Yes
KLHDC4	5.86	6.71	Yes
KLHDC5	6.3	7.17	Yes
KLHDC8B	7.29	8.19	Yes
KLHL17	4.55	5.16	Yes
KLHL2	10.15	9.27	Yes
KLHL29	4.29	4.88	Yes
KLHL3	3.14	4.79	Yes
KLHL8	9.24	8.54	Yes
KLRB1	8.1	9.63	Yes
KLRC1	4.13	4.73	Yes
KLRD1	6.22	7.49	Yes
KLRD1	5.88	6.98	Yes
KLRF1	6.05	7.14	Yes
KLRF1	5.5	6.41	Yes
KLRG1	6.39	7.96	Yes
KPNA4	10.72	10.12	Yes
KRBA1	5.43	6.09	Yes
KREMEN1	7.95	7.17	Yes
KREMEN1	6.57	5.77	Yes
KRT1	4.19	5.59	Yes
KRT72	3.91	5.05	Yes
KRTAP19-6	8.54	6.75	Yes
KTELC1	8.43	9.31	Yes
KTELC1	5.83	6.65	Yes
KYNU	8.24	8.94	Yes
L3MBTL2	5.78	6.61	Yes
L3MBTL2	6.83	7.47	Yes
LACTB	7.7	7.11	Yes
LACTB2	4.57	5.32	Yes
LAG3	3.78	5.19	Yes
LAGE3	6.84	7.74	Yes
LAIR1	7.37	5.71	Yes
LAMA5	4.93	5.56	Yes
LANCL1	6.39	7.14	Yes
LANCL1	6.21	6.99	Yes
LARP1B	4.45	5.63	Yes
LARS	6.84	7.52	Yes
LARS2	3.39	4.07	Yes
LAS1L	5.69	6.46	Yes
LASS6	8.49	9.21	Yes
LAT	7.3	8.27	Yes
LAT	6.67	7.39	Yes
LAT2	10.69	10.08	Yes
LAT2	5.58	4.96	Yes
LAX1	5.78	6.98	Yes
LBA1	7.85	8.61	Yes
LBH	7.32	8.51	Yes
LBH	4.65	5.31	Yes
LBR	9.44	8.81	Yes
LCK	3.93	5.23	Yes
LCK	4.74	5.53	Yes
LCMT2	5.11	5.82	Yes
LCN2	12.26	11.51	Yes
LDHA	12.65	11.7	Yes
LDHA	13.03	12.07	Yes
LDHA	5.54	4.63	Yes
LDHB	8.08	9.27	Yes
LDLR	9.49	8.84	Yes
LDLRAP1	5.21	6.67	Yes
LDOC1L	5.01	5.69	Yes
LEF1	6.88	8.71	Yes
LEF1	7.14	8.56	Yes
LETMD1	6.84	7.57	Yes
LFNG	9.87	10.73	Yes
LGALS2	5.4	7.04	Yes
LGALS8	9.37	8.67	Yes
LGALS8	8.4	7.74	Yes
LGALS9B	5.68	5.03	Yes
LGMN	4.18	4.85	Yes
LGTN	5.51	6.63	Yes
LHPP	6.91	7.6	Yes
LHX4	3.77	3.16	Yes
LIG1	5.84	6.49	Yes
LIG3	3.87	4.68	Yes
LILRA5	11.04	9.54	Yes
