Symbol	SRS1	SRS2	deStatus
NUP210	6.23	7.57	Yes
NUP43	7.59	8.2	Yes
NUP88	7.35	8.19	Yes
NUP93	6.95	7.65	Yes
NVL	5.78	6.48	Yes
NXT1	6.6	7.49	Yes
OAF	5.35	7.02	Yes
OAT	9.6	8.63	Yes
OAT	8.6	7.64	Yes
OBFC2A	11.77	11.14	Yes
OBFC2B	4.74	5.62	Yes
OCIAD2	6.86	7.88	Yes
OCIAD2	3.94	5.19	Yes
ODC1	8.41	9.27	Yes
OLAH	8.86	6.22	Yes
OLFM1	2.51	3.43	Yes
OLFM4	6.18	5.31	Yes
OLFM4	10.55	9.43	Yes
OLIG2	4.51	5.28	Yes
OLR1	5.46	6.92	Yes
OPA3	5.43	6.3	Yes
OPLAH	7.28	5.81	Yes
OPLAH	10.17	8.52	Yes
OPTN	6.4	7.4	Yes
OR7E156P	5.63	5	Yes
OR7E156P	5.23	4.34	Yes
ORAI3	3.38	4.01	Yes
ORC5L	6.13	6.93	Yes
ORM1	10.5	9.61	Yes
ORM2	6.38	5.65	Yes
ORMDL3	5.76	6.57	Yes
OSBPL10	2.93	3.91	Yes
OSBPL5	4.68	6.08	Yes
OSBPL7	6.14	6.91	Yes
OSBPL9	9.68	8.96	Yes
OSBPL9	7.5	6.77	Yes
OSCAR	10.69	9.89	Yes
OSCAR	11.18	10.39	Yes
OSM	9.54	8.68	Yes
OSTalpha	8.09	5.57	Yes
OTUD1	8.56	7.74	Yes
OTUD1	5.61	4.92	Yes
OTUD6B	4.07	4.81	Yes
OTX1	3.17	3.99	Yes
OXCT1	3.77	4.57	Yes
P2RX1	9.54	8.95	Yes
P2RX7	6.49	7.58	Yes
P2RY10	3.95	5.67	Yes
P2RY10	4.01	5.02	Yes
P2RY11	4.9	5.67	Yes
P2RY13	10.11	9.47	Yes
P2RY5	7.15	8.23	Yes
P4HTM	4.99	6.06	Yes
P4HTM	6.87	7.51	Yes
P704P	6.81	6.11	Yes
P76	3.34	4.02	Yes
PA2G4	7.48	8.39	Yes
PAAF1	4.77	5.93	Yes
PABPC4	9.17	9.98	Yes
PAFAH1B3	6.58	7.28	Yes
PAFAH2	6.02	6.77	Yes
PAG1	8.96	7.74	Yes
PAG1	10.57	9.78	Yes
PAG1	7.34	6.25	Yes
PAICS	6.36	7.41	Yes
PAICS	7	7.73	Yes
PAK1IP1	6.6	7.35	Yes
PAK1IP1	2.9	3.6	Yes
PAM	10.08	9.4	Yes
PAN2	6.64	7.28	Yes
PAOX	3.75	5.25	Yes
PAPD1	6.49	7.23	Yes
PAPSS1	10.23	9.64	Yes
PAQR7	3.86	5.05	Yes
PAQR8	6.35	7.18	Yes
PARD6A	5.01	5.72	Yes
PARP1	8.18	9.04	Yes
PARP15	3.13	3.98	Yes
PARP3	5.83	6.62	Yes
PARP3	3.59	4.4	Yes
PASK	4.97	5.88	Yes
PATL2	6.86	7.8	Yes
PBX4	5.36	5.95	Yes
PBXIP1	5.07	5.82	Yes
PCCA	4.51	5.46	Yes
PCID2	8.71	9.29	Yes
PCK2	6.17	6.98	Yes
PCNA	6.67	7.36	Yes
PCNT	7.37	8.2	Yes
PCOLCE2	8.01	5.46	Yes
PCSK5	6.22	7.25	Yes
PCSK9	3.78	3.1	Yes
PCYOX1	6.68	7.44	Yes
PDCD2	6.1	6.81	Yes
PDCD2L	3.34	4.79	Yes
PDCD4	10.72	11.32	Yes
PDCL3	5.55	6.68	Yes
PDCL3	6.05	6.63	Yes
PDE4B	8.21	9.04	Yes
PDE4D	5.96	4.68	Yes
PDE9A	2.79	3.5	Yes
PDGFC	7.45	5.97	Yes
PDGFRB	2.9	3.5	Yes
PDIA4	3.46	4.09	Yes
PDIA5	4.3	5.16	Yes
PDIK1L	4.38	5.23	Yes
PDLIM7	10.11	9.4	Yes
PDLIM7	7.53	6.92	Yes
PDSS1	7.23	6.14	Yes
PDSS1	8.37	7.27	Yes
PDXDC1	7.7	8.33	Yes
PDXP	5.96	7.02	Yes
PDZD4	4.33	5.13	Yes
PEA15	7.7	8.72	Yes
PEBP1	7.27	8.38	Yes
PECI	5.51	7.21	Yes
PECI	5.03	5.93	Yes
PECR	9.15	7.68	Yes
PEMT	5.94	6.58	Yes
PEPD	7.74	8.6	Yes
PET112L	4.42	5.34	Yes
PFAS	4.07	5.03	Yes
PFKFB2	6.37	4.75	Yes
PFKFB2	9.58	6.98	Yes
PFKFB2	8.19	6.17	Yes
PFKFB3	9.71	8.19	Yes
PFKFB3	12.72	11.32	Yes
PFKP	6.59	7.4	Yes
PGAM1	9.03	8.42	Yes
PGAM1	10.21	9.61	Yes
PGAM4	8.84	8.18	Yes
PGAP3	5.52	6.44	Yes
PGD	13.13	12.11	Yes
PGK1	12.28	11.67	Yes
PGK1	10.44	9.78	Yes
PGLYRP2	5.49	4.77	Yes
PGM2	9.01	8.09	Yes
PGS1	12.5	11.27	Yes
PHACTR2	8.33	7.62	Yes
PHB	5.7	6.71	Yes
PHC2	10.08	9.42	Yes
PHCA	11.01	9.81	Yes
PHF1	6.23	6.86	Yes
PHF15	7.22	7.96	Yes
PHOSPHO1	5.37	6.17	Yes
PHPT1	7.17	7.81	Yes
PHTF1	9.56	8.83	Yes
PHYH	5	6.16	Yes
PI16	4.31	5.02	Yes
PI3	9.89	11.2	Yes
PICK1	5.97	6.6	Yes
PID1	4.58	5.35	Yes
PIGK	7.57	6.98	Yes
PIGP	5.66	6.84	Yes
PIGP	3.68	4.79	Yes
PIGU	5.62	6.62	Yes
PIK3AP1	9.1	8.41	Yes
PIK3C2B	4.91	5.49	Yes
PIK3CB	7.52	6.78	Yes
PIK3IP1	8.2	9.28	Yes
PIM2	9.4	10.25	Yes
PIM3	5.26	4.36	Yes
PITX2	5.07	4.39	Yes
PJA1	3.38	4.47	Yes
PKD1	3.02	4.05	Yes
PKD2	4.27	5.23	Yes
PKIA	4.73	5.82	Yes
PKIA	3.09	3.96	Yes
PLA2G4B	7.88	8.65	Yes
PLA2G7	5.02	5.8	Yes
PLAC8	12.8	11.31	Yes
PLAC8	12.59	10.97	Yes
PLB1	7.21	5.74	Yes
PLCG1	5.76	6.78	Yes
PLCH2	4.71	5.73	Yes
PLCXD1	6.25	6.98	Yes
PLD3	8.01	8.61	Yes
PLD6	6.58	7.41	Yes
PLEKHA1	5.33	7.08	Yes
PLEKHA1	5.73	6.91	Yes
PLEKHA9	6.18	7.2	Yes
PLEKHB1	3.68	4.66	Yes
PLEKHF1	5.71	6.91	Yes
PLEKHF2	6.58	5.96	Yes
PLEKHG1	5.44	4.28	Yes
PLEKHG1	5.46	4.53	Yes
PLEKHO1	8.75	9.67	Yes
PLP2	9.39	8.62	Yes
PLSCR1	8.6	7.42	Yes
PLSCR3	9.79	10.47	Yes
PLXNA3	3.11	3.72	Yes
PLXNB2	7.11	8.31	Yes
PMAIP1	4.4	5.83	Yes
PMP22	2.71	3.44	Yes
PMPCA	6.77	7.42	Yes
PMVK	6.41	7	Yes
PNMA3	4.41	5.49	Yes
PNO1	3.38	4.2	Yes
PNPLA1	6.23	5.32	Yes
PNPLA1	5.54	4.35	Yes
PNPLA7	5.55	6.28	Yes
PNPO	6.92	7.82	Yes
POLA1	4.02	5.12	Yes
POLB	8.57	9.28	Yes
POLD1	3.9	4.78	Yes
POLD2	5.02	6.05	Yes
POLE	5.28	5.94	Yes
POLL	3.47	4.08	Yes
POLR1C	6.2	7.29	Yes
POLR1C	4.62	6.02	Yes
POLR1E	5.75	6.86	Yes
POLR1E	4.7	5.41	Yes
POLR2D	5.87	6.52	Yes
POLR2H	8.34	9.07	Yes
POLR3B	4.7	5.51	Yes
POLR3E	5.49	6.58	Yes
POLR3H	4.28	5.6	Yes
POLRMT	4.83	5.9	Yes
POM121L4P	5.54	4.61	Yes
POMGNT1	5.93	6.78	Yes
POP5	5.17	6.47	Yes
POR	9.1	7.95	Yes
POTEE	5.28	4.67	Yes
POU2AF1	4.49	5.38	Yes
POU2F2	3.64	5.01	Yes
PPA1	9	9.79	Yes
PPAN	3.27	4.38	Yes
PPAP2C	8.29	7.37	Yes
PPARG	6.74	5.81	Yes
PPARGC1B	3.01	3.68	Yes
PPAT	4.95	5.78	Yes
PPFIBP2	6.52	7.48	Yes
PPIE	5.23	6.37	Yes
PPIE	5.96	6.63	Yes
PPIE	5.76	6.37	Yes
PPIL1	4.09	4.82	Yes
PPM1M	11.45	10.54	Yes
PPP1R13B	3.03	4.18	Yes
PPP1R16A	4.01	4.83	Yes
PPP1R16B	5.67	6.85	Yes
PPP1R3B	6.8	5.95	Yes
PPP1R3D	9.19	8.41	Yes
PPP2R2B	4.23	6.29	Yes
PPP2R3A	6.81	6.01	Yes
PPP3CC	6.03	7.27	Yes
PPRC1	5.3	6.73	Yes
PQLC3	8.14	8.98	Yes
PRAGMIN	6.26	7.69	Yes
PRDM1	4.8	5.71	Yes
PRDX2	6.74	7.59	Yes
PRDX2	7.33	8.04	Yes
PRDX4	6.99	7.9	Yes
PREP	6.25	6.88	Yes
PRF1	7.78	9.09	Yes
PRIM1	5.63	6.22	Yes
PRKAR2A	7.36	6.72	Yes
PRKCH	8.61	9.5	Yes
PRKCQ	6.45	7.56	Yes
PRKDC	6.35	7.97	Yes
PRKRA	6.1	6.81	Yes
PRKX	6.33	7.12	Yes
PRKX	5.84	6.58	Yes
PRL	4.68	4.02	Yes
PRMT1	7.66	8.49	Yes
PRMT1	5.85	6.6	Yes
PRMT6	5.52	6.37	Yes
PRPF19	5.43	6.69	Yes
PRR13	7.02	6.31	Yes
PRR3	4.34	5.26	Yes
PRR5	5.72	6.63	Yes
PRR5	5.31	6.07	Yes
PRR7	4.23	4.96	Yes
PRSS23	4.49	5.11	Yes
PRSS33	2.81	4.3	Yes
PSMG1	6.06	6.88	Yes
PSMG4	6.19	6.91	Yes
PSTPIP2	10.04	9.15	Yes
PTCD1	6.31	6.98	Yes
PTCD2	4.19	4.82	Yes
PTDSS2	5.02	5.65	Yes
PTER	3.02	3.61	Yes
PTGDR	4.83	5.9	Yes
PTGDR	4.16	4.83	Yes
PTGDS	4.87	5.57	Yes
PTGER2	9.36	8.65	Yes
PTGER4	8.73	9.41	Yes
PTGES2	5.43	6.42	Yes
PTGES2	5.19	5.98	Yes
PTGR1	4.83	3.99	Yes
PTGR1	5.27	4.45	Yes
PTGS2	9.68	10.39	Yes
PTGS2	7.46	8.18	Yes
PTK2	6.69	7.66	Yes
PTMA	4.76	5.83	Yes
PTP4A3	6.06	7.01	Yes
PTPLAD1	6.62	7.58	Yes
PTPLAD1	5.44	6.16	Yes
PTPLB	6.71	7.37	Yes
PTPLB	6.98	7.81	Yes
PTPMT1	7.16	7.89	Yes
PTPN1	11.11	10.36	Yes
PTPN20	6.79	6.17	Yes
PTPN22	7.27	6.57	Yes
PTPN4	6.36	7.48	Yes
PTPRC	11.23	10.61	Yes
PTPRC	10.9	10.28	Yes
PTPRCAP	6.71	8.3	Yes
PTPRJ	7	6.4	Yes
PTPRO	3.93	4.9	Yes
PTRH1	3.9	4.78	Yes
PUS1	6.38	7.7	Yes
PUSL1	3.74	4.5	Yes
PVALB	5.86	6.46	Yes
PVRIG	4.81	6.84	Yes
PVRL2	7.77	7.01	Yes
PVRL2	4.34	3.66	Yes
PWP1	7.35	8.05	Yes
PXK	7.4	6.75	Yes
PYGB	6.89	7.57	Yes
PYGL	12.71	12.04	Yes
PYGO2	4.25	4.87	Yes
PYHIN1	4.28	6.51	Yes
PYHIN1	6.55	7.56	Yes
PYHIN1	5.12	6.01	Yes
QDPR	6.55	7.35	Yes
QPRT	3.29	4.01	Yes
QSOX1	10.5	9.74	Yes
QSOX1	4.61	3.58	Yes
RAB11FIP3	5.91	7.15	Yes
RAB20	7.48	6.18	Yes
RAB27A	10.5	9.65	Yes
RAB27A	6.71	5.67	Yes
RAB27A	9.96	9.35	Yes
RAB27A	4.33	3.56	Yes
RAB32	11.62	10.85	Yes
RAB3IL1	5.34	4.06	Yes
RABGEF1	7.7	6.82	Yes
RABL2B	5.92	6.62	Yes
RAD17	3.15	3.98	Yes
RAD51C	5.21	6.03	Yes
RAD51C	4.88	5.59	Yes
RAGE	3.23	3.9	Yes
RAI1	5.74	6.36	Yes
RALB	12.36	11.78	Yes
RALGAPA1	4.68	5.86	Yes
RALGAPA2	6.63	6.01	Yes
RALGDS	9.27	10.04	Yes
RAN	5.66	6.33	Yes
RANGAP1	7.57	8.18	Yes
RAP1A	6.94	6.35	Yes
RAP1GAP	6.36	7.24	Yes
RARRES3	8.73	9.82	Yes
RASA3	5.7	6.62	Yes
RASGRP1	4.88	6.65	Yes
RASGRP3	4	5.23	Yes
RASGRP4	8.29	7.63	Yes
RASGRP4	7.45	6.66	Yes
RASSF4	5.09	6.5	Yes
RASSF7	7.73	8.49	Yes
RBBP4	6.72	7.35	Yes
RBBP7	6.32	7.03	Yes
RBBP9	3.52	4.33	Yes
RBM12	5.88	6.6	Yes
RBM24	5.6	4.97	Yes
RBM34	6.66	7.24	Yes
RBMS1	10.79	9.87	Yes
RBMS1	11.7	10.98	Yes
RBMS1	8.51	7.64	Yes
RBP7	7.84	8.62	Yes
RBPJ	4.69	3.75	Yes
RCC2	8.5	9.3	Yes
RCN1	6.19	6.98	Yes
RDH13	3.4	4.57	Yes
RDH14	7.89	8.53	Yes
RECK	3.03	4.05	Yes
REM2	7.58	8.59	Yes
RETN	10.54	8.87	Yes
REXO2	8.11	8.85	Yes
REXO4	5.9	6.96	Yes
RFC4	6.09	6.84	Yes
RFC5	6.05	6.78	Yes
RFESD	4.39	5.06	Yes
RFTN1	7.24	8.7	Yes
RFX5	7.85	8.74	Yes
RFX7	7.19	7.96	Yes
RFXDC2	3.49	4.15	Yes
RG9MTD1	3.65	4.33	Yes
RGL4	12.16	10.77	Yes
RGPD1	3.82	4.94	Yes
RGS10	10.35	10.97	Yes
RGS12	5.05	5.68	Yes
RHOBTB3	3.71	4.59	Yes
RHOU	9.94	9.12	Yes
RIC8B	5.13	5.9	Yes
RIMS3	3.73	4.36	Yes
RIN2	5.98	7.09	Yes
RIN3	8.36	7.78	Yes
RIOK1	5.52	6.16	Yes
RLTPR	2.83	3.79	Yes
RNASE4	5.97	6.86	Yes
RNASE4	4.44	5.09	Yes
RNASE6	8.36	9.07	Yes
RNASEH2A	3.85	4.59	Yes
RNASEH2B	5.11	5.81	Yes
RNF10	9.23	8.63	Yes
RNF126	6.73	7.39	Yes
RNF135	6.91	6.28	Yes
RNF144	6.39	7.13	Yes
RNF144A	5.91	6.51	Yes
RNF144B	10.27	9.58	Yes
RNF146	8.99	8.04	Yes
RNF146	6.12	5.32	Yes
RNF157	3.78	4.85	Yes
RNF165	4.85	5.45	Yes
RNF26	4.14	5.07	Yes
RNMTL1	5.62	6.77	Yes
ROGDI	7.23	6.36	Yes
ROPN1L	10.03	9.36	Yes
RORA	3.61	5.47	Yes
RP11-529I10.4	4.14	4.89	Yes
RP2	8.9	8.23	Yes
RP9	6.69	7.32	Yes
RPA1	8.34	9.07	Yes
RPAIN	8.28	8.95	Yes
RPAIN	8.08	8.67	Yes
RPAP1	3.47	4.5	Yes
RPAP2	5.1	5.97	Yes
RPF2	6.62	7.72	Yes
RPGRIP1	4.67	6.08	Yes
RPIA	7.57	8.26	Yes
RPL10A	11.56	12.47	Yes
RPL10A	10.26	11.1	Yes
RPL12	10.73	11.36	Yes
RPL12P6	7.5	8.3	Yes
RPL13	7.62	8.66	Yes
RPL13A	10.74	11.52	Yes
RPL13L	6.51	7.38	Yes
RPL14	5.89	7.22	Yes
RPL14	5.73	6.83	Yes
RPL14L	10	10.73	Yes
RPL14L	11.07	11.69	Yes
RPL15	10.25	11.03	Yes
RPL18	12.79	13.4	Yes
RPL18A	12.52	13.25	Yes
RPL18A	12.6	13.32	Yes
RPL18A	12.49	13.22	Yes
RPL22	8.37	9.4	Yes
RPL23	9.6	10.4	Yes
RPL23A	5.8	7.09	Yes
RPL28	4.58	5.29	Yes
RPL3	11.3	12.05	Yes
RPL35	11.33	12	Yes
RPL36	10.78	11.59	Yes
RPL4	10.64	11.51	Yes
RPL5	10.37	11.25	Yes
RPL6	12.04	12.64	Yes
RPL7	7.86	8.63	Yes
RPL7A	10.02	10.67	Yes
RPL9	8.6	9.41	Yes
RPLP0	7.21	8.01	Yes
RPLP1	11.78	12.4	Yes
RPLP1	6.41	7.04	Yes
RPP40	5.89	6.64	Yes
RPS13	11.76	12.45	Yes
RPS14	11.59	12.18	Yes
RPS15	12.05	12.64	Yes
RPS17	10.53	11.14	Yes
RPS18	10.65	11.56	Yes
RPS23	7.48	8.39	Yes
RPS27	10.59	11.46	Yes
RPS28	9.21	10.01	Yes
RPS29	7.98	8.56	Yes
RPS4X	10.41	11.24	Yes
RPS4X	10.72	11.44	Yes
RPS5	10.94	11.73	Yes
RPS6	11.83	12.45	Yes
RPS6KA3	7.97	7.13	Yes
RPS6KA3	4.77	3.84	Yes
RPS6KA4	7.15	7.81	Yes
RPS6KA5	7.63	8.99	Yes
RPS6P1	10.19	10.92	Yes
RPS8	11.8	12.38	Yes
RPSA	11.59	12.36	Yes
RPUSD2	5.24	6.76	Yes
RPUSD4	7.36	8.29	Yes
RRM1	8.11	8.77	Yes
RRN3	4.59	5.72	Yes
RRP15	3.81	5.11	Yes
RRP1B	3.43	4.28	Yes
RRS1	4.68	5.99	Yes
RSAD1	3.47	5.08	Yes
RSL1D1	8.34	9.05	Yes
RTN1	6.73	7.41	Yes
RTN4IP1	5.24	5.9	Yes
RTTN	5.17	5.94	Yes
RUFY3	5.77	6.46	Yes
RUNX1	9.13	8.22	Yes
RUNX2	5.66	6.8	Yes
RUNX3	8.34	9.55	Yes
RUSC1	6.9	7.55	Yes
RUVBL1	3.77	4.52	Yes
S100A10	10.68	11.41	Yes
S100A10	11.46	12.14	Yes
S100A11	12.47	11.88	Yes
S100A12	13.49	12.17	Yes
S100P	13.12	12.41	Yes
S1PR3	4.79	6	Yes
S1PR5	4.17	6.29	Yes
SAAL1	5.46	6.55	Yes
SAMD3	5.24	7.38	Yes
SAMD3	6.02	7.31	Yes
SAMD3	2.85	4.1	Yes
SAMD3	3.32	4.35	Yes
SAMM50	7.36	7.98	Yes
SAMSN1	11.1	9.53	Yes
SAMSN1	6.7	5.51	Yes
SAR1B	9.07	8.34	Yes
SAR1B	6.77	5.84	Yes
SARM1	4.22	5.07	Yes
SARS2	5.16	6.59	Yes
SBK1	5.29	7.22	Yes
SCARNA10	4.56	5.18	Yes
SCARNA21	4.67	5.39	Yes
SCD	5.96	6.78	Yes
SCGB1C1	5.27	6.1	Yes
SCML1	3.45	4.35	Yes
SCPEP1	11.24	10.38	Yes
SCRIB	6	7	Yes
SCRN1	5.37	6.42	Yes
SDAD1	7.7	8.69	Yes
SDCBP	11.63	10.92	Yes
SDCCAG3	6.35	7.21	Yes
SDCCAG3	4.42	5.38	Yes
SDHAF1	6.66	7.38	Yes
SDHC	9.39	8.53	Yes
SDHC	7.78	7.1	Yes
SDPR	9.85	10.44	Yes
SEC11C	8.73	9.35	Yes
SEC14L5	5.42	6	Yes
SEC22C	7.25	6.47	Yes
SEL1L3	9.72	8.89	Yes
SELENBP1	5.86	6.71	Yes
SELI	3.93	4.72	Yes
SELL	13.14	12.51	Yes
SEMA4A	11.45	10.65	Yes
SEMG1	4.25	4.88	Yes
SEPHS1	6.1	6.82	Yes
SEPN1	4.9	5.9	Yes
SEPN1	6.86	7.55	Yes
SEPT1	5.26	5.99	Yes
SEPT1	4.86	5.51	Yes
SEPT11	3.55	4.52	Yes
SEPT6	5.44	6.42	Yes
SERF1B	5.86	6.53	Yes
SERGEF	6.45	7.07	Yes
SERPINA1	7.02	4.79	Yes
SERPINA1	12.97	12.27	Yes
SERPINA1	13.29	12.51	Yes
SERPINA1	7.48	6.49	Yes
SERPINA10	4.63	5.82	Yes
SERPINA13	3.29	3.96	Yes
SERPINB1	12.83	11.67	Yes
SESN2	5.85	5.19	Yes
SET	9.56	10.17	Yes
SETD6	3.75	4.96	Yes
SETDB2	7.3	8.01	Yes
SF3A3	8.57	9.27	Yes
SF3B3	6.08	6.76	Yes
SFI1	4.38	5.36	Yes
SFMBT2	4.92	5.6	Yes
SFRS14	4.85	5.51	Yes
SFRS2B	7.15	8.08	Yes
SFRS7	7.37	8.23	Yes
SFT2D2	6.41	5.74	Yes
SFXN1	6.65	5.51	Yes
SFXN4	6.36	7.16	Yes
SFXN5	7.44	6.86	Yes
SGK	9.84	11.04	Yes
SGK1	9.18	10.31	Yes
SGK1	9.1	10.22	Yes
SGSH	10.31	9.54	Yes
SH2D1A	7.03	8.04	Yes
SH3GLB1	12.37	11.55	Yes
SH3KBP1	4.52	6.27	Yes
SH3PXD2A	4.54	5.81	Yes
SH3PXD2B	4.39	3.6	Yes
SH3TC1	5.53	6.61	Yes
SH3YL1	3.77	4.65	Yes
SHMT1	5.05	5.92	Yes
SHMT2	7.64	8.46	Yes
SHPK	6.17	6.82	Yes
SIDT1	4.4	5.01	Yes
SIGIRR	4.26	5.36	Yes
SIGIRR	7.5	8.25	Yes
SIGLEC10	10.94	10.31	Yes
SIGLEC16	4.49	5.24	Yes
SIGLEC5	9.93	9.28	Yes
SIGLEC5	6.66	6.01	Yes
SIGLEC7	5.15	4.48	Yes
SIGLEC9	8.76	7.69	Yes
SIGMAR1	5.29	6.1	Yes
SIGMAR1	5.5	6.14	Yes
SIGMAR1	4.13	4.78	Yes
SIL1	8.61	7.87	Yes
SIL1	7.06	6.21	Yes
SIP1	4.15	5.24	Yes
SIPA1L2	10.46	9.64	Yes
SIRPA	10.38	9.74	Yes
SIRPG	3	4.09	Yes
SIRPG	4.22	5.09	Yes
SIRT5	8.68	7.26	Yes
SIRT5	6.78	5.77	Yes
SIRT5	5.17	4.48	Yes
SIVA	6.67	7.28	Yes
SKAP1	6.03	7.95	Yes
SKAP1	3.66	5.24	Yes
SLA	12.01	11.31	Yes
SLA	12.54	11.87	Yes
SLA	8.85	7.88	Yes
SLA2	6.7	7.43	Yes
SLAMF1	4.44	5.64	Yes
SLAMF6	8.21	9.3	Yes
SLAMF6	5.56	6.18	Yes
SLC11A1	6.58	5.69	Yes
SLC16A6	7.59	6.93	Yes
SLC1A3	6.87	5.05	Yes
SLC1A4	2.84	3.55	Yes
SLC22A15	8.58	7.94	Yes
SLC22A4	9.8	9.18	Yes
SLC24A3	5.39	6.04	Yes
SLC25A19	6.42	7.02	Yes
SLC25A20	6.14	5.43	Yes
SLC25A22	4.83	5.86	Yes
SLC25A23	4.12	5.82	Yes
SLC25A24	5.66	4.48	Yes
SLC25A26	3.81	4.73	Yes
SLC25A28	10.62	9.85	Yes
SLC25A38	4.12	5.89	Yes
SLC25A39	10.59	11.54	Yes
SLC25A4	5.72	6.77	Yes
SLC25A40	8.14	6.99	Yes
SLC25A40	6.83	5.73	Yes
SLC25A42	6.15	7.57	Yes
SLC25A43	5.26	6.35	Yes
SLC25A6	9.42	10.16	Yes
SLC26A8	9.74	9.08	Yes
SLC26A8	5.29	4.35	Yes
SLC26A8	7.72	7.03	Yes
SLC27A1	5.17	6.45	Yes
SLC27A2	3.56	4.15	Yes
SLC29A1	3.14	4.42	Yes
SLC29A1	3.39	4.3	Yes
SLC2A11	10.54	8.76	Yes
SLC2A14	8.01	6.56	Yes
SLC2A3	14.32	13.73	Yes
SLC2A5	6.39	7.31	Yes
SLC2A6	6.6	7.6	Yes
SLC2A8	5.99	6.59	Yes
SLC2A9	4.04	4.87	Yes
SLC35B2	6.48	7.19	Yes
SLC35D2	6.19	6.78	Yes
SLC35D3	2.85	3.61	Yes
SLC35F2	2.67	3.58	Yes
SLC36A1	8.52	7.8	Yes
SLC37A3	7.69	7	Yes
SLC37A3	6.34	5.53	Yes
SLC37A3	9.38	8.64	Yes
SLC38A1	7.85	8.89	Yes
SLC39A3	4.57	5.17	Yes
SLC39A8	7.11	6.52	Yes
SLC41A3	5.94	7.06	Yes
SLC41A3	6.15	7.03	Yes
SLC45A3	3.94	5.12	Yes
SLC46A2	5.43	6.42	Yes
SLC4A1	6.58	7.46	Yes
SLC4A7	5.78	7.01	Yes
SLC5A3	4.39	5.02	Yes
SLC6A10P	6.09	6.75	Yes
SLC6A8	4.03	4.67	Yes
SLC7A1	5.63	6.69	Yes
SLC7A6	5.88	6.8	Yes
SLC7A6	3.81	4.39	Yes
SLC9A5	5.7	4.37	Yes
SLCO4A1	5.71	5.12	Yes
SLCO4C1	8.42	7.59	Yes
SLFN11	8.38	9	Yes
SLFN13	4.63	5.23	Yes
SLITRK4	5.7	6.43	Yes
SMA4	5.36	5.98	Yes
SMAD3	6.5	7.19	Yes
SMAD5	6.1	7.01	Yes
SMAGP	3.85	4.66	Yes
SMAP2	11.26	10.66	Yes
SMARCAD1	3.64	4.9	Yes
SMC2	3.92	4.83	Yes
SMCR7L	6.72	7.41	Yes
SMPDL3A	9.96	8.13	Yes
SMPDL3A	4.86	3.95	Yes
SMYD4	4.1	5.34	Yes
SNCA	9.95	10.74	Yes
SNCA	8.01	8.76	Yes
SNHG1	7.62	8.47	Yes
SNHG8	6.21	6.87	Yes
SNORA24	5.31	5.93	Yes
SNORA61	6.39	7.19	Yes
SNORD14A	5.01	5.6	Yes
SNORD48	6.81	6.15	Yes
SNORD56	3.51	4.3	Yes
SNORD8	4.31	5.05	Yes
SNRPA	6.21	6.8	Yes
SNRPA1	8.38	9.1	Yes
SNRPD2	11.26	11.93	Yes
SNRPF	8.62	9.38	Yes
SNRPF	8.15	8.86	Yes
SNRPN	7.46	8.54	Yes
SNRPN	5.34	6.09	Yes
SNRPN	7.35	8.06	Yes
SNTB2	6.57	5.97	Yes
SNURF	7.7	8.35	Yes
SNX18	4.86	4.14	Yes
SNX20	7.07	6.27	Yes
SNX25	2.84	3.77	Yes
SNX3	13.21	12.28	Yes
SNX5	6.2	7.08	Yes
SOCS2	6.41	7.41	Yes
SOCS2	4.73	5.38	Yes
SOCS3	9.33	8.07	Yes
SOCS3	6.73	5.83	Yes
SORBS3	2.89	4.03	Yes
SORT1	10.64	9.28	Yes
SOS2	7.43	6.69	Yes
SP100	8.5	7.65	Yes
SP140	7.27	7.89	Yes
SP140	5.45	6.11	Yes
SPATA20	4.61	5.54	Yes
SPATA7	3.65	4.44	Yes
SPHK1	4.23	4.84	Yes
SPIN4	3.79	4.58	Yes
SPN	8.07	8.88	Yes
SPNS3	4.36	5.3	Yes
SPOCK2	8.6	10.04	Yes
SPPL2A	10.68	10	Yes
SPRED1	3.98	5.13	Yes
SPRY1	6.83	5.34	Yes
SPRY1	6.38	5.14	Yes
SPRYD5	3.39	4.13	Yes
SPTLC1	7.32	6.7	Yes
SPTLC1	6.26	5.55	Yes
SPTLC2	7.99	7.02	Yes
SQRDL	9.3	8.55	Yes
SRC	6	6.92	Yes
SREBF1	6.7	7.33	Yes
SRFBP1	3.79	5.12	Yes
SRM	6.02	6.67	Yes
SRP72	6.31	6.95	Yes
SRPK1	10.97	10.37	Yes
SRPRB	6.18	7.46	Yes
SSBP2	6.73	7.54	Yes
SSBP3	5.03	5.81	Yes
SSBP4	6.15	6.91	Yes
SSH1	8.17	7.5	Yes
SSPN	2.87	3.49	Yes
ST3GAL4	8.46	7.8	Yes
ST3GAL5	6.58	7.6	Yes
ST3GAL5	5.65	6.58	Yes
ST6GAL1	8.72	9.43	Yes
ST6GAL1	3.16	3.8	Yes
ST6GALNAC3	6.1	5.07	Yes
ST6GALNAC3	7.58	6.24	Yes
ST6GALNAC4	4.87	6.23	Yes
ST6GALNAC4	6.33	7.08	Yes
ST6GALNAC6	5.44	6.25	Yes
STAB1	6.33	7.12	Yes
STAG3L3	7.8	8.38	Yes
STAT4	7.69	8.57	Yes
STK3	8.69	8	Yes
